,timestamp,owner,target,friendship,romance,interaction_score,statuses
393,0003-05-01T00:00.000z,6,27,0,0,3,
394,0003-05-01T00:00.000z,6,130,0,0,3,
395,0003-05-01T00:00.000z,6,148,0,0,3,
396,0003-05-01T00:00.000z,6,2,0,0,3,
397,0003-05-01T00:00.000z,6,31,0,0,3,
398,0003-05-01T00:00.000z,6,138,0,0,3,
399,0003-05-01T00:00.000z,6,38,0,0,3,
400,0003-05-01T00:00.000z,6,142,0,0,3,
401,0003-05-01T00:00.000z,6,135,0,0,3,
402,0003-06-01T00:00.000z,6,7,100,0,1,ParentOf
403,0003-06-01T00:00.000z,6,11,100,0,1,ParentOf
404,0003-06-01T00:00.000z,6,17,100,0,1,ParentOf
405,0003-06-01T00:00.000z,6,4,0,0,3,
406,0003-06-01T00:00.000z,6,3,0,0,3,
407,0003-06-01T00:00.000z,6,26,0,0,3,
408,0003-06-01T00:00.000z,6,42,0,0,3,
409,0003-06-01T00:00.000z,6,40,0,0,3,
410,0003-06-01T00:00.000z,6,137,0,0,3,
411,0003-06-01T00:00.000z,6,131,0,0,3,
412,0003-06-01T00:00.000z,6,27,0,0,3,
413,0003-06-01T00:00.000z,6,130,0,0,3,
414,0003-06-01T00:00.000z,6,148,0,0,3,
415,0003-06-01T00:00.000z,6,2,0,0,3,
416,0003-06-01T00:00.000z,6,31,0,0,3,
417,0003-06-01T00:00.000z,6,138,0,0,3,
418,0003-06-01T00:00.000z,6,38,0,0,3,
419,0003-06-01T00:00.000z,6,142,0,0,3,
420,0003-06-01T00:00.000z,6,135,0,0,3,
421,0003-07-01T00:00.000z,6,7,100,0,1,ParentOf
422,0003-07-01T00:00.000z,6,11,100,0,1,ParentOf
423,0003-07-01T00:00.000z,6,17,100,0,1,ParentOf
424,0003-07-01T00:00.000z,6,4,0,0,3,
425,0003-07-01T00:00.000z,6,3,0,0,3,
426,0003-07-01T00:00.000z,6,26,0,0,3,
427,0003-07-01T00:00.000z,6,42,0,0,3,
428,0003-07-01T00:00.000z,6,40,0,0,3,
429,0003-07-01T00:00.000z,6,137,0,0,3,
430,0003-07-01T00:00.000z,6,131,0,0,3,
431,0003-07-01T00:00.000z,6,27,0,0,3,
432,0003-07-01T00:00.000z,6,130,0,0,3,
433,0003-07-01T00:00.000z,6,148,0,0,3,
434,0003-07-01T00:00.000z,6,2,0,0,3,
435,0003-07-01T00:00.000z,6,31,0,0,3,
436,0003-07-01T00:00.000z,6,138,0,0,3,
437,0003-07-01T00:00.000z,6,38,0,0,3,
438,0003-07-01T00:00.000z,6,142,0,0,3,
